VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,Cliente_Nombre,GeneroCliente,edadcliente,EmailCliente,TelefonoCliente,Direccion_Cliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta
11892,2022-02-28,19:31:07,TechCore medellin #1,Medellin,Ana Sofía Llopis Blázquez,Luís Reina Tena,M,42,luís28@hotmail.com,+34 886 98 97 84,cll 95 #94-88,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,,,,,,0.05,7505000.0
11893,2015-08-11,13:20:38,TechCore medellin #2,Medellin,Claudia Sastre-Quintero,Lara Tirado,F,41,lara69@yahoo.com,+34 883 697 365,cll 15 #24-52,Tarjeta Crédito,Samsung Galaxy Book Flex,Samsung,1,5600000,5600000,HP Omen 16,HP,2.0,6000000.0,12000000.0,Dell XPS 13,Dell,2.0,4800000.0,9600000.0,0.1,24480000.0
11894,2015-07-15,14:30:18,Techcore Pereíra,Pereíra,Carina Parejo Carranza,Leire Bastida Palacio,F,45,leire29@yahoo.com,+34 842 606 998,cll 34 #79-75,Tarjeta Crédito,Razer Blade Stealth 13,Razor,1,7200000,7200000,Lenovo Yoga 7i,Lenvo,1.0,4400000.0,4400000.0,HP Spectre x360,HP,1.0,5200000.0,5200000.0,,16800000.0
11895,2016-05-14,09:26:53,TechCore cali,Cali,Jacinta Juárez Marín,Ruben de Heredia,M,40,,+34 871 63 88 27,cll 8 #77-44,Tarjeta Crédito,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,HP Pavilion 15,HP,2.0,3500000.0,7000000.0,Lenovo ThinkPad X1 Carbon,Lenvo,2.0,6800000.0,13600000.0,,25400000.0
11896,2023-06-20,01:28:31,TechCore medellin #1,medellín,Dominga del Alcántara,Osvaldo Robledo-Gallardo,M,28,osvaldo81@gmail.com,+34 842 03 52 96,cra 75 #48-57,Tarjeta Crédito,Lenovo Yoga 7i,Lenvo,2,4400000,8800000,,,,,,,,,,,,8800000.0
11897,2023-11-26,11:36:33,TechCore bogotá#2,Bogota,Armida Azorin Plaza,Vidal Bastida Dueñas,M,22,vidal86@gmail.com,+34878 745 977,cra 11 #81-26,,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Apple MacBook Pro 14,Aple,1.0,8000000.0,8000000.0,HP Pavilion 15,HP,2.0,3500000.0,7000000.0,,19800000.0
11898,2018-05-22,02:24:48,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Félix Toledo,M,37,félix62@yahoo.com,+34918848300,cll 74 #54-27,Efectivo,Lenovo Legion 5 Pro,Lenvo,2,7200000,14400000,Apple MacBook Pro 16,Aple,2.0,9600000.0,19200000.0,,,,,,0.0,33600000.0
11899,2021-04-18,04:23:48,TechCore Bogotá #2,Bogota,Herminia Meléndez-Huguet,Segismundo Villanueva Olmo,M,49,segismundo12@yahoo.com,+34 820325576,cll 36 #79-50,Tarjeta Débito,HP Omen 16,HPP,2,6000000,12000000,Asus TUF Gaming A15,Azus,1.0,4800000.0,4800000.0,,,,,,0.1,15120000.0
11900,2017-03-03,12:27:29,Techcore medellín #2,medellín,Juanito Diaz,Ariel Vargas Lobato,M,42,ariel60@hotmail.com,+34 717 995 520,cll 28 #23-23,Tarjeta Crédito,Dell XPS 13,Del,1,4800000,4800000,Acer Aspire 5,Acer,1.0,2000000.0,2000000.0,,,,,,0.0,6800000.0
11901,2017-09-11,17:19:31,TechCore bogotá#2,Bogotá,Armida Azorin Plaza,Teobaldo Saura-Bermudez,M,37,teobaldo53@hotmail.com,+34 746 974 248,cra 95 #49-44,Billetera Digital,Apple MacBook Pro 16,Aple,2,9600000,19200000,,,,,,,,,,,0.1,17280000.0
11902,2025-04-12,09:08:09,TechCore bogota#2,bogota,Edu Juan Pedraza,Toribio Acuña,M,22,toribio30@yahoo.com,+34946385254,cll 6 #77-84,Tarjeta Crédito,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Asus VivoBook 15,Asus,2.0,2400000.0,4800000.0,Asus ZenBook 14,Azus,2.0,3800000.0,7600000.0,0.1,15480000.0
11903,2023-11-17,06:41:34,TechCore bogotá #1,Bogotá,Griselda Arnaiz Palacio,Cristian Bermejo Cases,M,41,cristian18@hotmail.com,+34 947595591,cra 65 #73-14,Tarjeta Crédito,Apple MacBook Pro 16,Apple,2,9600000,19200000,Dell Inspiron 15,Del,2.0,3000000.0,6000000.0,HP Envy 13,HP,2.0,4000000.0,8000000.0,0.0,33200000.0
11904,2020-01-27,23:52:57,TechCore pereíra,Pereíra,Carina Parejo Carranza,Buenaventura Tito Cámara Bou,M,38,buenaventura57@yahoo.com,+34927839311,cra 99 #75-9,Tarjeta Crédito,Asus ROG Strix G15,Azus,1,6400000,6400000,,,,,,,,,,,0.1,5760000.0
11905,2020-06-16,23:23:38,TechCore medellin #2,medellin,Luisina Lasa,Ramón Bravo Domínguez,M,32,ramón81@yahoo.com,+34 880 456 082,cll 78 #65-55,Efectivo,HP Omen 16,HPP,1,6000000,6000000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,,,,,,0.0,10400000.0
11906,2017-09-22,02:03:21,TechCore Medellín #2,medellín,Juan José Porcel-Riera,Úrsula Estefanía Gascón Colomer,F,36,úrsula64@hotmail.com,+34932 543 121,cra 88 #31-4,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,Acer Predator Helios 300,Acr,2.0,5600000.0,11200000.0,0.1,26280000.0
11907,2014-12-05,21:47:35,TechCore bogota#2,bogota,Edu Juan Pedraza,Valero Ibarra Noguera,M,47,valero42@gmail.com,+34728 43 33 54,cra 28 #97-30,Tarjeta Débito,Dell XPS 13,Del,1,4800000,4800000,Dell Latitude 7420,Dell,2.0,5600000.0,11200000.0,,,,,,0.0,16000000.0
11908,2025-08-28,00:33:05,TechCore Cali,Cali,Florencio Iker Vara Nebot,Venceslás Antón-Pizarro,M,21,venceslás74@gmail.com,+34 820 04 78 96,cll 23 #25-26,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Acer Predator Helios 300,Acer,1.0,5600000.0,5600000.0,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,0.0,32000000.0
11909,2025-06-10,13:59:07,TechCore medellin #1,medellín,Liliana Jordá Armengol,Luisa Mamen Alcalde Cabrero,F,24,luisa64@gmail.com,+34885187070,cra 31 #3-86,Tarjeta Crédito,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,,2600000.0
11910,2020-07-12,07:44:07,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Edelmiro Pallarès Morata,M,23,edelmiro88@gmail.com,+34879 97 40 64,cll 70 #20-45,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
11911,2018-10-17,11:11:18,TechCore bogota#2,Bogotá,Armida Azorin Plaza,Rodrigo Ferrándiz Antúnez,M,46,rodrigo29@gmail.com,+34 917 732 997,cll 55 #47-45,Tarjeta Débito,Dell Inspiron 15,Del,1,3000000,3000000,,,,,,,,,,,0.0,3000000.0
11912,2024-09-02,09:39:53,TechCore bogotá #1,bogotá,Griselda Arnaiz Palacio,Elvira Alberola-Avilés,F,35,elvira7@hotmail.com,+34 723 81 17 06,cra 1 #5-6,Transferencia,Dell Alienware m15,Dell,2,8000000,16000000,HP Spectre x360,HP,2.0,5200000.0,10400000.0,Dell Latitude 7420,Dell,2.0,5600000.0,11200000.0,0.0,37600000.0
11913,2016-05-24,05:12:40,TechCore medellin #1,Medellín,Ibán López Córdoba,Cleto Andrade Lara,M,22,cleto62@gmail.com,+34 853409647,cra 16 #30-57,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,0.0,11000000.0
11914,2023-07-09,09:29:15,TechCore cali,cali,Jacinta Juárez Marín,Luis Ángel Roig Pelayo,M,41,luis82@yahoo.com,,cra 59 #27-29,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,MSI GS66 Stealth,MSI,2.0,8000000.0,16000000.0,,,,,,0.0,19500000.0
11915,2014-11-07,04:07:46,TechCore bogotá #1,Bogotá,Evaristo Guillen Peña,Rosendo Camino-Muñoz,M,27,rosendo70@gmail.com,+34 978 399 176,cra 24 #23-91,Tarjeta Débito,Dell XPS 13,Dell,1,4800000,4800000,Lenovo Yoga 7i,Lenovo,1.0,4400000.0,4400000.0,,,,,,,9200000.0
11916,2015-02-28,04:04:15,TechCore medellin #2,medellín,Juan José Porcel-Riera,Ale Bru-Gascón,M,24,ale37@gmail.com,+34 859 72 29 27,cll 10 #10-48,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,Asus TUF Gaming A15,Asus,2.0,4800000.0,9600000.0,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,,27800000.0
11917,2017-05-05,05:56:54,TechCore Pereira,Pereíra,Jose Angel Rovira Adadia,Jerónimo Montoya Reig,M,29,,+34871761267,cra 31 #33-46,Billetera Digital,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0.05,8360000.0
11918,2021-09-25,10:44:22,TechCore Medellín #1,medellín,Ibán López Córdoba,Julio Falcón Tirado,M,41,julio6@yahoo.com,+34 946 59 60 93,cll 80 #73-9,Tarjeta Crédito,MSI GS66 Stealth,MSY,1,8000000,8000000,,,,,,,,,,,0.15,6800000.0
11919,2015-10-26,22:25:23,Techcore Pereíra,pereira,Carina Parejo Carranza,Aitana Armida Aranda Contreras,F,39,aitana48@hotmail.com,+34 871 097 885,cll 13 #34-99,Tarjeta Crédito,Apple MacBook Pro 14,Aple,2,8000000,16000000,,,,,,,,,,,0.0,16000000.0
11920,2024-01-18,12:16:47,TechCore medellin #2,medellín,Luisina Lasa,Corona Pereira Bueno,F,30,corona24@hotmail.com,+34 971047784,cll 43 #12-22,Tarjeta Crédito,Acer Swift 3,Acer,2,2600000,5200000,Lenovo Legion 5 Pro,Lenvo,1.0,7200000.0,7200000.0,HP Spectre x360,HP,1.0,5200000.0,5200000.0,0.05,16720000.0
11921,2016-07-13,01:06:32,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Reynaldo Paniagua Rebollo,M,43,reynaldo64@gmail.com,+34923105386,cll 92 #85-98,Tarjeta Débito,Apple MacBook Air M1,Aple,1,5500000,5500000,Asus ZenBook 14,Asus,2.0,3800000.0,7600000.0,Apple iMac 24,Apple,2.0,6400000.0,12800000.0,0.0,25900000.0
11922,2015-08-10,21:36:13,TechCore medellin #1,Medellín,Ibán López Córdoba,Marco de Calatayud,M,30,marco70@hotmail.com,+34 901 88 15 17,cra 38 #95-70,Tarjeta Crédito,Microsoft Surface Go 3,Microsofft,2,3000000,6000000,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,Apple MacBook Pro 16,Aple,1.0,9600000.0,9600000.0,,18400000.0
11923,2023-12-23,01:52:07,Techcore bogotá #2,Bogotá,Olivia Armas Ayuso,Roque Fernández Ayala,M,43,,+34 977 970 493,cll 47 #54-41,Billetera Digital,Apple MacBook Air M1,Aple,2,5500000,11000000,Lenovo Yoga 7i,Lenvo,1.0,4400000.0,4400000.0,,,,,,0.0,15400000.0
11924,2025-04-25,04:11:20,TechCore Bogotá #1,bogota,Evaristo Guillen Peña,Galo Múñiz-Vilaplana,M,25,galo79@yahoo.com,+34927 88 18 56,cra 95 #88-95,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Apple MacBook Air M1,Aple,1.0,5500000.0,5500000.0,Lenovo Legion 5 Pro,Lenvo,2.0,7200000.0,14400000.0,0.05,24225000.0
11925,2016-04-21,04:13:51,TechCore medellín #1,Medellín,Liliana Jordá Armengol,Octavio Marin Soto,M,25,octavio35@gmail.com,+34977286880,cll 23 #90-70,Tarjeta Crédito,Dell Alienware m15,Dell,2,8000000,16000000,Dell Inspiron 15,Del,2.0,3000000.0,6000000.0,Acer Aspire 5,Acr,1.0,2000000.0,2000000.0,0.05,22800000.0
11926,2024-09-15,23:55:12,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Severo Sainz,M,33,severo70@gmail.com,+34 933 404 055,cll 71 #42-15,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,,,,,,0.05,16340000.0
11927,2018-03-26,15:42:52,TechCore cali,cali,Rosendo Barberá Cordero,Macario Moya Marco,M,43,,+34729472251,cll 37 #8-17,Tarjeta Crédito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Asus ROG Strix G15,Azus,2.0,6400000.0,12800000.0,,,,,,0.05,27360000.0
11928,2020-10-20,22:07:07,TechCore cali,cali,Basilio Marcos Barrena,Angelina Arco-Galan,F,28,angelina12@yahoo.com,+34 977197121,cra 61 #76-98,Efectivo,HP Spectre x360,HPP,2,5200000,10400000,HP Envy 13,HP,2.0,4000000.0,8000000.0,,,,,,0.0,18400000.0
11929,2018-09-03,20:50:28,TechCore Bogotá #1,bogotá,Griselda Arnaiz Palacio,Melania Escrivá Alegria,F,36,melania93@yahoo.com,+34 849 725 564,cra 61 #79-91,Transferencia,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Asus ZenBook 14,Azus,1.0,3800000.0,3800000.0,Dell Inspiron 15,Del,1.0,3000000.0,3000000.0,0.1,11160000.0
11930,2020-11-27,05:10:16,TechCore Bogotá #1,bogotá,Aura del Bermúdez,Eliana Segarra,F,37,eliana18@gmail.com,+34847019981,cra 28 #99-90,Tarjeta Crédito,Apple MacBook Air M1,Aple,1,5500000,5500000,HP Pavilion 15,HPP,1.0,3500000.0,3500000.0,Asus ZenBook 14,Asus,2.0,3800000.0,7600000.0,0.05,15770000.0
11931,2020-02-18,05:39:34,TechCore bogotá#2,bogota,Armida Azorin Plaza,Georgina Oliva-Valero,F,32,georgina2@yahoo.com,+34 881179908,cra 44 #1-84,Tarjeta Débito,Asus TUF Gaming A15,Asus,2,4800000,9600000,HP Envy 13,HP,2.0,4000000.0,8000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,1.0,6800000.0,6800000.0,0.05,23180000.0
11932,2018-10-07,19:07:41,TechCore Bogotá #2,bogotá,Herminia Meléndez-Huguet,Simón Escobar Ayllón,M,36,simón29@gmail.com,+34988982568,cra 65 #52-22,Tarjeta Débito,Lenovo Yoga 7i,Lenvo,1,4400000,4400000,,,,,,,,,,,0.0,4400000.0
11933,2024-07-16,11:14:19,TechCore medellín #1,medellín,Ibán López Córdoba,Galo del Pujol,M,45,galo16@yahoo.com,+34 986795129,cra 9 #24-23,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,Dell Latitude 7420,Dell,1.0,5600000.0,5600000.0,Apple iMac 24,Apple,1.0,6400000.0,6400000.0,0.0,22400000.0
11934,2014-10-04,19:37:13,Techcore medellín #2,Medellin,Juanito Diaz,Artemio Donoso Blázquez,M,25,artemio20@gmail.com,+34901 18 34 53,cll 60 #93-69,,Dell Latitude 7420,Del,2,5600000,11200000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,,,,,,,24800000.0
11935,2017-04-06,07:40:51,TechCore pereira,pereira,Amílcar Ortega-Alberto,Aránzazu Medina Palomar,F,44,aránzazu2@yahoo.com,+34 974 641 757,cll 8 #89-23,Tarjeta Crédito,Asus ROG Strix G15,Asus,2,6400000,12800000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,Dell Alienware m15,Dell,2.0,8000000.0,16000000.0,0.0,34000000.0
11936,2020-07-23,08:13:56,TechCore Medellín #2,Medellin,Juan José Porcel-Riera,Roxana Martorell Abril,F,26,roxana56@gmail.com,+34 984 50 22 91,cra 79 #27-34,,Dell Alienware m15,Dell,2,8000000,16000000,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,,,,,,0.05,21850000.0
11937,2022-01-23,00:23:07,TechCore medellin #1,medellín,Liliana Jordá Armengol,Alejo Gual Oliva,M,45,alejo61@yahoo.com,+34882 414 377,cra 29 #75-84,Tarjeta Crédito,Dell Latitude 7420,Dell,1,5600000,5600000,,,,,,,,,,,0.15,4760000.0
11938,2025-05-30,10:39:39,TechCore pereira,Pereira,Jose Angel Rovira Adadia,Salomé Garcia Cortés,F,21,salomé20@yahoo.com,+34877 428 867,cll 40 #84-45,Tarjeta Débito,HP Spectre x360,HPP,1,5200000,5200000,Dell Alienware m15,Dell,2.0,8000000.0,16000000.0,Microsoft Surface Laptop 4,Microsofft,2.0,5200000.0,10400000.0,0.0,31600000.0
11939,2024-04-22,19:42:40,TechCore medellin #2,Medellín,Juan José Porcel-Riera,Benito del Martí,M,48,benito50@gmail.com,+34 944 212 075,cra 14 #87-30,Tarjeta Débito,Dell XPS 13,Dell,1,4800000,4800000,,,,,,,,,,,,4800000.0
11940,2019-08-23,01:18:35,TechCore medellin #2,medellín,Luisina Lasa,Cecilia Alberdi-Adadia,F,24,cecilia30@hotmail.com,+34 927141191,cra 23 #64-81,Efectivo,HP Pavilion 15,HP,1,3500000,3500000,Samsung Galaxy Book Flex,Samsng,2.0,5600000.0,11200000.0,,,,,,0.0,14700000.0
11941,2018-03-30,12:12:24,Techcore medellín #2,medellin,Luisina Lasa,Sebastián Giralt Vendrell,M,23,sebastián47@hotmail.com,+34873956440,cll 66 #46-26,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,,,,,,,,,,,0.15,5780000.0
11942,2024-01-13,02:15:59,TechCore bogota#2,bogotá,Eloísa Plaza Hurtado,Paola Jove Oliver,F,18,paola21@yahoo.com,+34828 611 407,cll 28 #88-56,Tarjeta Crédito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,Lenovo ThinkPad X1 Carbon,Lenvo,1.0,6800000.0,6800000.0,0.1,34920000.0
11943,2024-07-21,05:05:06,TechCore cali,Cali,Jacinta Juárez Marín,Gilberto del Requena,M,39,gilberto54@yahoo.com,+34 981409373,cll 7 #65-68,Tarjeta Débito,Dell XPS 13,Del,2,4800000,9600000,HP Spectre x360,HP,2.0,5200000.0,10400000.0,,,,,,0.0,20000000.0
11944,2021-05-16,04:43:22,TechCore medellin #1,medellín,Ibán López Córdoba,Nicodemo Rovira-Campoy,M,19,nicodemo91@yahoo.com,+34 885 086 693,cra 55 #34-28,Tarjeta Débito,Asus ZenBook 14,Azus,1,3800000,3800000,Asus TUF Gaming A15,Azus,2.0,4800000.0,9600000.0,,,,,,0.0,13400000.0
11945,2019-07-28,07:46:16,TechCore medellin #1,medellín,Ibán López Córdoba,Sandra Aragón Abril,F,49,sandra40@yahoo.com,+34 821804488,cra 73 #62-66,Tarjeta Crédito,Dell Inspiron 15,Dell,1,3000000,3000000,HP Spectre x360,HPP,2.0,5200000.0,10400000.0,,,,,,0.0,13400000.0
11946,2020-04-21,06:39:07,TechCore bogota#1,Bogotá,Poncio Gabriel Poza Acedo,Clara Valbuena Figueroa,F,28,clara84@hotmail.com,+34848264074,cra 59 #59-48,Tarjeta Crédito,Asus TUF Gaming A15,Asus,2,4800000,9600000,HP Envy 13,HP,1.0,4000000.0,4000000.0,,,,,,0.0,13600000.0
11947,2022-11-07,03:02:58,TechCore bogota#2,Bogotá,Eloísa Plaza Hurtado,Reyes Hortensia Galán Giralt,F,34,reyes46@hotmail.com,+34 947008980,cll 8 #58-12,Billetera Digital,HP Spectre x360,HPP,1,5200000,5200000,Apple iMac 24,Apple,1.0,6400000.0,6400000.0,,,,,,0.0,11600000.0
11948,2020-10-04,11:28:02,TechCore bogotá #1,bogota,María Belén Alegria Camps,Rosalía de Antúnez,F,20,rosalía14@yahoo.com,+34843 52 61 28,cll 45 #35-39,Tarjeta Crédito,Dell Inspiron 15,Del,1,3000000,3000000,,,,,,,,,,,0.0,3000000.0
11949,2020-08-13,20:54:46,TechCore pereíra,Pereira,Carina Parejo Carranza,Matilde Amat Rueda,F,27,matilde61@hotmail.com,+34824203243,cra 30 #98-68,Tarjeta Crédito,Acer Nitro 5,Acr,1,4000000,4000000,MSI GE76 Raider,MSI,1.0,10000000.0,10000000.0,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,0.05,19950000.0
11950,2019-12-29,05:45:02,TechCore Medellín #2,medellin,Claudia Sastre-Quintero,Vera Valls Miranda,F,31,vera65@yahoo.com,+34843406901,cll 28 #10-33,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,Acer Nitro 5,Acer,2.0,4000000.0,8000000.0,,,,,,0.0,14800000.0
11951,2025-03-02,13:49:41,TechCore medellin #1,medellin,Liliana Jordá Armengol,José Luis Castilla,M,19,josé10@gmail.com,+34 873 365 814,cra 19 #64-37,Efectivo,Dell Alienware m15,Del,1,8000000,8000000,,,,,,,,,,,0.0,8000000.0
11952,2019-11-30,12:15:35,TechCore Bogotá #1,Bogota,Aura del Bermúdez,Dafne Acero Hoyos,F,21,dafne26@yahoo.com,+34988 697 984,cra 53 #89-49,Tarjeta Crédito,Microsoft Surface Book 3,Microsoft,2,6400000,12800000,,,,,,,,,,,0.05,12160000.0
11953,2021-08-05,01:42:19,TechCore Medellín #1,Medellin,Eusebia Jara Macias,Alcides Jose Ignacio Silva Garrido,M,27,alcides23@yahoo.com,+34 847 48 33 56,cll 85 #21-3,Tarjeta Crédito,HP Pavilion 15,HP,2,3500000,7000000,Acer Aspire 5,Acr,1.0,2000000.0,2000000.0,HP Omen 16,HP,2.0,6000000.0,12000000.0,0.0,21000000.0
11954,2023-11-18,11:05:56,TechCore cali,cali,Rosendo Barberá Cordero,Cristian Benito Iriarte Palmer,M,35,cristian4@gmail.com,+34901446505,cll 25 #34-83,Transferencia,Dell XPS 13,Dell,2,4800000,9600000,HP Envy 13,HPP,2.0,4000000.0,8000000.0,,,,,,,17600000.0
11955,2016-08-20,11:10:22,TechCore bogota#2,Bogota,Olivia Armas Ayuso,Juan Bautista Montero Teruel,M,27,juan9@hotmail.com,+34 847 72 91 81,cra 25 #76-96,,HP Envy 13,HPP,1,4000000,4000000,,,,,,,,,,,0.0,4000000.0
11956,2017-05-15,08:52:33,TechCore medellin #1,medellín,Eusebia Jara Macias,Mirta Vilanova-Luna,F,23,mirta29@gmail.com,+34884862506,cll 91 #63-55,Tarjeta Crédito,HP Spectre x360,HPP,1,5200000,5200000,Lenovo ThinkPad X1 Carbon,Lenovo,2.0,6800000.0,13600000.0,Lenovo IdeaPad 5,Lenovo,1.0,2800000.0,2800000.0,0.0,21600000.0
11957,2018-01-24,05:18:50,TechCore Medellín #1,Medellin,Ibán López Córdoba,Régulo Sanjuan,M,42,régulo5@yahoo.com,+34979 65 47 83,cll 61 #70-21,Tarjeta Crédito,Apple MacBook Pro 16,Aple,1,9600000,9600000,Dell Latitude 7420,Del,2.0,5600000.0,11200000.0,Dell Alienware m15,Del,2.0,8000000.0,16000000.0,0.0,36800000.0
11958,2016-09-28,03:15:04,TechCore medellin #1,medellín,Dominga del Alcántara,Fernando de Sainz,M,18,,+34885 64 26 50,cra 14 #32-22,Tarjeta Débito,Apple MacBook Pro 14,Apple,1,8000000,8000000,Lenovo Legion 5 Pro,Lenovo,1.0,7200000.0,7200000.0,Apple MacBook Air M1,Apple,1.0,5500000.0,5500000.0,0.0,20700000.0
11959,2015-05-01,21:30:00,TechCore Bogotá #1,Bogota,Griselda Arnaiz Palacio,Tito Ramirez Sobrino,M,26,tito28@gmail.com,+34 980 88 57 42,cll 84 #93-51,Tarjeta Débito,Asus VivoBook 15,Azus,2,2400000,4800000,HP Spectre x360,HP,1.0,5200000.0,5200000.0,,,,,,0.0,10000000.0
11960,2024-12-05,09:53:00,TechCore Cali,Cali,Jacinta Juárez Marín,Catalina Abril Salom Lladó,F,19,catalina15@hotmail.com,+34848 58 48 28,cra 4 #67-47,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Asus VivoBook 15,Asus,1.0,2400000.0,2400000.0,Dell Alienware m15,Dell,2.0,8000000.0,16000000.0,,21200000.0
11961,2017-01-27,20:05:33,TechCore bogota#2,Bogotá,Eloísa Plaza Hurtado,Adelaida Soriano Font,F,32,adelaida86@yahoo.com,+34 983197154,cll 54 #13-46,Transferencia,HP Omen 16,HP,2,6000000,12000000,,,,,,,,,,,,12000000.0
11962,2015-01-29,22:27:12,TechCore cali,cali,Florencio Iker Vara Nebot,Lara Tormo Murillo,F,25,lara11@yahoo.com,+34 902 28 89 93,cra 47 #6-5,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Samsung Galaxy Book Flex,Samsung,1.0,5600000.0,5600000.0,,,,,,0.0,19200000.0
11963,2025-08-24,00:40:12,Techcore medellín #2,medellín,Juan José Porcel-Riera,Severiano Peinado Villegas,M,42,,+34 924 449 872,cll 15 #11-80,Efectivo,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,MSI GF65 Thin,MSI,2.0,4400000.0,8800000.0,Dell XPS 13,Del,1.0,4800000.0,4800000.0,,20400000.0
11964,2019-04-06,02:35:20,TechCore cali,cali,Basilio Marcos Barrena,Jesusa Arnau-Villa,F,34,jesusa13@gmail.com,+34 975311482,cra 65 #43-71,Transferencia,Lenovo ThinkPad X1 Carbon,Lenvo,1,6800000,6800000,,,,,,,,,,,0.0,6800000.0
11965,2020-02-12,14:02:27,TechCore medellin #2,Medellín,Juanito Diaz,Victoriano Carvajal Huerta,M,26,victoriano93@hotmail.com,+34 825 001 890,cra 54 #45-59,Tarjeta Débito,Samsung Galaxy Chromebook 2,Samsng,1,2000000,2000000,Apple MacBook Pro 14,Apple,2.0,8000000.0,16000000.0,Dell Alienware m15,Dell,1.0,8000000.0,8000000.0,0.0,26000000.0
11966,2016-03-03,08:34:10,TechCore bogota#2,bogotá,Herminia Meléndez-Huguet,Porfirio Patiño Sedano,M,19,porfirio8@hotmail.com,+34847 794 550,cra 12 #6-50,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,,,,,,,,,,,,3500000.0
11967,2015-10-02,12:06:40,TechCore medellin #1,Medellin,Eusebia Jara Macias,Sergio Conesa-Noriega,M,36,sergio59@gmail.com,+34624 464 922,cll 57 #6-89,Tarjeta Débito,Dell Alienware m15,Dell,2,8000000,16000000,Dell Inspiron 15,Dell,1.0,3000000.0,3000000.0,HP Pavilion 15,HPP,2.0,3500000.0,7000000.0,,26000000.0
11968,2021-06-14,01:56:07,Techcore medellín #2,medellín,Almudena Adelaida Lledó Garrido,Evaristo Balaguer Pagès,M,41,evaristo67@yahoo.com,+34 911 92 00 32,cra 98 #44-65,Tarjeta Crédito,Asus VivoBook 15,Asus,1,2400000,2400000,Lenovo Legion 5 Pro,Lenovo,2.0,7200000.0,14400000.0,Acer Aspire 5,Acer,2.0,2000000.0,4000000.0,0.0,20800000.0
11969,2018-06-22,05:46:09,TechCore Medellín #1,Medellin,Ana Sofía Llopis Blázquez,Agapito Mur Guillen,M,45,agapito43@hotmail.com,+34 713310344,cll 18 #50-91,,HP Spectre x360,HPP,1,5200000,5200000,,,,,,,,,,,0.0,5200000.0
