VentaID;FechaVenta;HoraVenta;NombreSucursal;CiudadSucursal;NombreVendedor;NombreCliente;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta;AñoVenta;MesVenta;DiaVenta
25516;11/11/2017;18:04:25;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Segismundo Arnau-Mármol;M;23;segismundo58@hotmail.com;+34872 818 318;Cra 63 #99-34;No Especificado;Hp Pavilion 15;HP;2;3500000;7000000;Samsung Galaxy Book Pro;Samsung;2;48000000;96000000;No especificado;No especificado;0;0;0;5;15770000;2017;11;11
26092;9/2/2015;18:06:37;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Rómulo Zamora Nieto;M;19;No especificado;+34941 69 31 74;Cra 4 #12-30;Billetera Digital;Hp Spectre X360;HP;1;5200000;5200000;Acer Swift 3;Acer;2;26000000;52000000;No especificado;No especificado;0;0;0;5;9880000;2015;2;9
26307;25/5/2022;15:27:47;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Albano Pellicer Llano;M;46;albano78@hotmail.com;34887181483;Cra 43 #45-77;Efectivo;Dell Alienware M15;Dell;2;8000000;16000000;HP Omen 16;HP;2;60000000;120000000;No especificado;No especificado;0;0;0;15;23800000;2022;5;25
28106;24/8/2024;23:13:45;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Pedro Morell Pi;M;42;pedro29@yahoo.com;+34 822 62 46 58;Cll 52 #34-41;Billetera Digital;Apple Imac 24;Apple;2;6400000;12800000;Asus VivoBook 15;Asus;2;24000000;48000000;No especificado;No especificado;0;0;0;1;15840000;2024;8;24
28308;6/12/2014;10:20:36;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Fabio Curro Vilalta Ripoll;M;25;fabio90@hotmail.com;+34948 07 55 75;Cra 63 #34-2;No Especificado;Dell Xps 13;Dell;1;4800000;4800000;Dell Latitude 7420;Dell;2;56000000;112000000;No especificado;No especificado;0;0;0;5;15200000;2014;12;6
28514;26/12/2016;13:15:39;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Nico Oller Robles;M;29;nico43@yahoo.com;+34823 241 275;Cra 78 #64-85;Efectivo;Asus Tuf Gaming A15;Asus;2;4800000;9600000;Dell XPS 13;Dell;2;48000000;96000000;No especificado;No especificado;0;0;0;5;18240000;2016;12;26
28788;12/8/2016;03:15:41;Techcore Medellín #1;Medellín;Ibán López Córdoba;Atilio Alberdi Casado;M;33;atilio59@hotmail.com;+34 872 589 434;Cra 80 #46-43;No Especificado;Apple Imac 24;Apple;2;6400000;12800000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;No especificado;No especificado;0;0;0;15;23120000;2016;8;12
29192;6/5/2020;14:57:53;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Baltasar Botella;M;40;baltasar79@yahoo.com;34844160930;Cll 34 #67-26;Billetera Digital;Dell Xps 13;Dell;2;4800000;9600000;Razer Book 13;Razer;2;64000000;128000000;No especificado;No especificado;0;0;0;15;19040000;2020;5;6
29299;16/2/2018;11:43:46;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Marcio Álvaro Bauzà;M;39;marcio3@hotmail.com;+34942 677 310;Cra 59 #66-61;Efectivo;Apple Macbook Air M1;Apple;2;5500000;11000000;HP Pavilion 15;HP;2;35000000;70000000;No especificado;No especificado;0;0;0;1;16200000;2018;2;16
29572;29/6/2020;19:49:34;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Gilberto Morcillo Galvez;M;36;gilberto41@gmail.com;34876077666;Cra 24 #86-18;Efectivo;Dell Xps 13;Dell;1;4800000;4800000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;No especificado;No especificado;0;0;0;5;18240000;2020;6;29
29826;5/5/2021;07:34:43;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Jacobo Morera Orozco;M;27;jacobo86@yahoo.com;+34944 305 183;Cra 40 #90-25;Billetera Digital;Dell Inspiron 15;Dell;1;3000000;3000000;Lenovo Legion 5 Pro;Lenovo;2;72000000;144000000;No especificado;No especificado;0;0;0;5;16530000;2021;5;5
608;30/5/2019;09:09:47;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Aránzazu Solera Font;F;32;aránzazu21@yahoo.com;+34973 336 595;Cll 11 #58-17;No Especificado;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Lenovo IdeaPad 5;Lenovo;1;28000000;28000000;No especificado;No especificado;0;0;0;5;9120000;2019;5;30
786;26/7/2021;05:12:54;Techcore Medellín #1;Medellín;Ibán López Córdoba;Lorenzo Candelario Rosselló Roselló;M;46;lorenzo67@hotmail.com;+34 973853412;Cll 56 #12-29;No Especificado;Dell Inspiron 15;Dell;1;3000000;3000000;Apple iMac 24;Apple;1;64000000;64000000;No especificado;No especificado;0;0;0;15;7990000;2021;7;26
835;19/2/2022;04:03:33;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Bartolomé Echevarría Bauzà;M;47;bartolomé11@gmail.com;+34921 752 367;Cra 24 #5-51;Efectivo;Acer Nitro 5;Acer;2;4000000;8000000;Microsoft Surface Laptop 4;Microsoft;1;52000000;52000000;No especificado;No especificado;0;0;0;5;12540000;2022;2;19
2268;7/12/2014;14:50:29;Techcore Medellín #1;Medellín;Ibán López Córdoba;Lola De Cardona;F;39;lola55@gmail.com;+34 949 36 97 22;Cra 63 #50-43;Efectivo;Apple Macbook Air M1;Apple;1;5500000;5500000;HP Omen 16;HP;1;60000000;60000000;No especificado;No especificado;0;0;0;1;10350000;2014;12;7
2426;17/4/2016;11:58:40;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Olegario Guardia Feliu;M;45;olegario17@hotmail.com;+34 974506533;Cll 46 #11-1;No Especificado;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;5;11020000;2016;4;17
2839;30/11/2018;07:06:57;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Teobaldo Egea-Piña;M;23;teobaldo90@yahoo.com;+34 807 34 56 14;Cll 79 #17-25;Billetera Digital;Dell Alienware M15;Dell;1;8000000;8000000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;No especificado;No especificado;0;0;0;5;14440000;2018;11;30
2908;12/3/2019;17:29:43;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Mariano Real Valero;M;44;mariano62@gmail.com;+34625 616 808;Cra 98 #32-66;No Especificado;Samsung Galaxy Book Odyssey;Samsung;2;6800000;13600000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;No especificado;No especificado;0;0;0;5;19760000;2019;3;12
3063;3/7/2017;02:16:29;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ciríaco Del Cózar;M;18;ciríaco39@yahoo.com;+34 922 189 289;Cra 13 #14-56;Efectivo;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;Asus VivoBook 15;Asus;1;24000000;24000000;No especificado;No especificado;0;0;0;5;11400000;2017;7;3
3259;14/10/2014;12:52:29;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Casemiro De Aranda;M;43;casemiro19@yahoo.com;+34 800 030 929;Cra 33 #20-15;No Especificado;Dell Xps 13;Dell;1;4800000;4800000;Acer Aspire 5;Acer;1;20000000;20000000;No especificado;No especificado;0;0;0;1;6120000;2014;10;14
3845;27/5/2016;03:48:53;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Mercedes De Porta;F;25;No especificado;+34927 727 925;Cra 27 #24-36;Efectivo;Dell Latitude 7420;Dell;2;5600000;11200000;Dell Alienware m15;Dell;1;80000000;80000000;No especificado;No especificado;0;0;0;5;18240000;2016;5;27
4006;3/3/2016;06:37:23;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Vicente Barriga Rocamora;M;19;vicente8@gmail.com;34841155901;Cra 72 #26-99;Efectivo;Hp Omen 16;HP;1;6000000;6000000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;5;10640000;2016;3;3
4979;3/10/2014;07:18:35;Techcore Medellín #1;Medellín;Ibán López Córdoba;Guiomar Barba Planas;F;26;guiomar17@yahoo.com;+34 803 257 797;Cll 13 #98-44;Billetera Digital;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Samsung Galaxy Book Flex;Samsung;1;56000000;56000000;No especificado;No especificado;0;0;0;5;11780000;2014;10;3
5379;4/8/2015;20:19:40;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Leoncio Casals Pineda;M;23;leoncio8@gmail.com;+34 901225698;Cra 87 #90-56;Efectivo;Lenovo Ideapad 5;Lenovo;1;2800000;2800000;Asus VivoBook 15;Asus;1;24000000;24000000;No especificado;No especificado;0;0;0;5;4940000;2015;8;4
5408;4/3/2015;22:19:40;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Pascual Mulet-Cantero;M;36;pascual5@yahoo.com;+34 846 636 501;Cll 58 #89-43;Billetera Digital;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Dell Inspiron 15;Dell;1;30000000;30000000;No especificado;No especificado;0;0;0;1;14940000;2015;3;4
5489;9/3/2017;04:44:38;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Eladio Carrión Calderon;M;46;eladio25@gmail.com;+34 985 93 20 27;Cll 39 #83-69;Efectivo;Lenovo Yoga 7I;Lenovo;2;4400000;8800000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;No especificado;No especificado;0;0;0;15;13260000;2017;3;9
5587;30/12/2022;09:23:55;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Severo Palau Alemán;M;21;severo64@gmail.com;+34902 61 89 53;Cra 90 #74-7;Billetera Digital;Hp Spectre X360;HP;1;5200000;5200000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;5;9500000;2022;12;30
6483;2/4/2017;00:45:39;Techcore Medellín #1;Medellín;Ibán López Córdoba;Leticia Florencia Sanchez Tejera;F;46;leticia62@yahoo.com;+34941 97 22 06;Cra 1 #49-58;Efectivo;Dell Latitude 7420;Dell;1;5600000;5600000;HP Omen 16;HP;1;60000000;60000000;No especificado;No especificado;0;0;0;15;9860000;2017;4;2
6594;23/9/2018;22:11:21;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Amaya De Morera;F;50;amaya14@hotmail.com;+34823 934 967;Cra 41 #68-21;Efectivo;Lenovo Thinkpad X1 Carbon;Lenovo;2;6800000;13600000;Dell Latitude 7420;Dell;1;56000000;56000000;No especificado;No especificado;0;0;0;1;17280000;2018;9;23
6698;25/2/2025;05:50:01;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Elisabet Carpio Pacheco;F;19;elisabet49@gmail.com;34824024175;Cra 7 #48-69;Billetera Digital;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;HP Omen 16;HP;1;60000000;60000000;No especificado;No especificado;0;0;0;5;12160000;2025;2;25
6759;15/4/2015;08:05:41;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Jorge Priego-Martinez;M;40;No especificado;+34 901470164;Cra 63 #25-96;Billetera Digital;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Acer Nitro 5;Acer;1;40000000;40000000;No especificado;No especificado;0;0;0;5;10640000;2015;4;15
7335;11/7/2021;23:32:27;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Lucho Del Santana;M;36;lucho69@hotmail.com;34977177956;Cra 7 #48-41;Billetera Digital;Hp Envy 13;HP;2;4000000;8000000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;15;11220000;2021;7;11
7483;8/6/2019;10:35:23;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Teresita Del Luque;F;29;teresita35@hotmail.com;+34880 813 255;Cll 81 #63-52;Billetera Digital;Apple Macbook Air M1;Apple;2;5500000;11000000;Asus ROG Strix G15;Asus;1;64000000;64000000;No especificado;No especificado;0;0;0;15;14790000;2019;6;8
7529;15/10/2023;19:52:52;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Epifanio Castejón Iniesta;M;46;epifanio71@hotmail.com;+34 949 16 56 00;Cll 7 #41-75;Billetera Digital;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;No especificado;No especificado;0;0;0;5;17860000;2023;10;15
7848;17/6/2024;19:29:42;Techcore Medellín #1;Medellín;Ibán López Córdoba;Gertrudis Navarro Bayón;F;27;gertrudis51@yahoo.com;34718239520;Cll 98 #50-95;Efectivo;Acer Aspire 5;Acer;1;2000000;2000000;HP Pavilion 15;HP;1;35000000;35000000;No especificado;No especificado;0;0;0;15;4675000;2024;6;17
8491;8/1/2016;06:24:00;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Gilberto Del Escalona;M;36;gilberto86@hotmail.com;+34 946501117;Cll 33 #22-8;Efectivo;Lenovo Ideapad 5;Lenovo;2;2800000;5600000;HP Omen 16;HP;1;60000000;60000000;No especificado;No especificado;0;0;0;1;10440000;2016;1;8
8551;16/9/2016;13:09:09;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Enrique Lamas;M;25;enrique45@yahoo.com;+34827 680 690;Cll 80 #31-24;Billetera Digital;Lenovo Ideapad 5;Lenovo;2;2800000;5600000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;1;9720000;2016;9;16
8881;31/12/2015;12:12:27;Techcore Medellín #1;Medellín;Ibán López Córdoba;Hortensia Pou;F;49;hortensia92@gmail.com;+34871 191 255;Cra 89 #78-58;Billetera Digital;Samsung Galaxy Book Odyssey;Samsung;1;6800000;6800000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;1;10440000;2015;12;31
9408;2/10/2015;16:16:10;Techcore Medellín #1;Medellín;Ibán López Córdoba;Efraín González Roman;M;25;efraín23@yahoo.com;+34 978 586 601;Cra 93 #98-95;Billetera Digital;Dell Latitude 7420;Dell;2;5600000;11200000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;1;14760000;2015;10;2
9413;30/5/2021;10:31:05;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Benito Saldaña-Acevedo;M;37;benito36@hotmail.com;+34 947478091;Cra 72 #48-46;Billetera Digital;Apple Macbook Pro 14;Apple;2;8000000;16000000;Lenovo IdeaPad 5;Lenovo;1;28000000;28000000;No especificado;No especificado;0;0;0;5;17860000;2021;5;30
9462;1/10/2020;02:36:37;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Lupe Sobrino Portillo;M;40;lupe49@hotmail.com;34848853300;Cll 1 #91-72;No Especificado;Asus Vivobook 15;Asus;2;2400000;4800000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;1;9000000;2020;10;1
9673;9/1/2023;15:49:59;Techcore Medellín #1;Medellín;Ibán López Córdoba;Bernarda Conde Zapata;F;38;bernarda96@gmail.com;+34 878 12 80 34;Cll 4 #48-47;No Especificado;Acer Swift 3;Acer;2;2600000;5200000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;No especificado;No especificado;0;0;0;5;11400000;2023;1;9
10823;19/6/2015;04:55:34;Techcore Medellín #1;Medellín;Ibán López Córdoba;Wálter Cazorla Valenciano;M;40;wálter88@hotmail.com;+34 922 535 646;Cra 30 #13-55;Efectivo;Microsoft Surface Pro 9;Microsoft;1;4400000;4400000;Apple MacBook Air M1;Apple;1;55000000;55000000;No especificado;No especificado;0;0;0;5;9405000;2015;6;19
11448;15/2/2020;18:55:05;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Febe Barreda-Garcia;F;45;febe18@gmail.com;+34 980 26 43 84;Cra 75 #29-18;Billetera Digital;Lenovo Thinkpad X1 Carbon;Lenovo;1;6800000;6800000;Samsung Galaxy Book Flex;Samsung;1;56000000;56000000;No especificado;No especificado;0;0;0;5;11780000;2020;2;15
11868;3/9/2021;05:33:55;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Camilo De Elorza;M;21;camilo6@gmail.com;+34923 513 732;Cll 15 #77-25;Efectivo;Dell Xps 13;Dell;1;4800000;4800000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;No especificado;No especificado;0;0;0;5;8740000;2021;9;3
12107;10/6/2018;21:54:19;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Rafaela Recio Infante;F;33;rafaela3@gmail.com;+34 841 445 932;Cra 84 #51-45;Efectivo;Apple Imac 24;Apple;2;6400000;12800000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;15;14960000;2018;6;10
12193;25/8/2023;02:35:54;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Adolfo Ramírez Juan;M;48;adolfo67@yahoo.com;34927596171;Cra 1 #65-66;Efectivo;Dell Latitude 7420;Dell;2;5600000;11200000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;1;14760000;2023;8;25
12869;26/11/2019;23:02:16;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;José Mari Olmedo Roig;M;36;josé48@yahoo.com;34987438484;Cll 50 #59-87;Billetera Digital;Apple Macbook Air M1;Apple;1;5500000;5500000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;No especificado;No especificado;0;0;0;5;9405000;2019;11;26
12887;6/10/2021;13:17:32;Techcore Medellín #1;Medellín;Ibán López Córdoba;Jose Salgado Alcolea;M;51;jose14@gmail.com;34941180172;Cra 63 #41-78;Efectivo;Hp Omen 16;HP;1;6000000;6000000;HP Pavilion 15;HP;1;35000000;35000000;No especificado;No especificado;0;0;0;1;8550000;2021;10;6
13050;2/5/2022;15:03:53;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Juan Antonio Cazorla;M;39;juan45@gmail.com;34807322674;Cra 49 #31-19;Efectivo;Dell Alienware M15;Dell;1;8000000;8000000;Dell Latitude 7420;Dell;1;56000000;56000000;No especificado;No especificado;0;0;0;15;11560000;2022;5;2
13669;14/3/2024;06:41:53;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Jerónimo De Oliver;M;23;jerónimo51@yahoo.com;34975988885;Cra 92 #4-24;Billetera Digital;Hp Spectre X360;HP;1;5200000;5200000;HP Pavilion 15;HP;1;35000000;35000000;No especificado;No especificado;0;0;0;5;8265000;2024;3;14
13781;25/11/2018;18:37:34;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ángel Villegas Marcos;M;30;ángel61@yahoo.com;+34 849 29 94 69;Cra 9 #13-39;Billetera Digital;Hp Spectre X360;HP;2;5200000;10400000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;No especificado;No especificado;0;0;0;5;14060000;2018;11;25
14028;16/7/2023;08:16:34;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Carolina Ferrero Puerta;F;39;carolina45@gmail.com;+34814 107 445;Cll 31 #99-68;Efectivo;Msi Gs66 Stealth;MSI;2;8000000;16000000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;15;17680000;2023;7;16
14308;8/6/2016;15:33:18;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Nacio Farré Uriarte;M;30;No especificado;+34 846244831;Cll 12 #80-87;Billetera Digital;Lenovo Yoga 7I;Lenovo;2;4400000;8800000;Dell Latitude 7420;Dell;1;56000000;56000000;No especificado;No especificado;0;0;0;1;12960000;2016;6;8
14477;20/5/2019;07:29:54;Techcore Medellín #1;Medellín;Ibán López Córdoba;Claudio Valle Gracia;M;47;claudio90@gmail.com;+34 876 73 50 84;Cra 42 #87-72;Billetera Digital;Apple Imac 24;Apple;2;6400000;12800000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;No especificado;No especificado;0;0;0;5;18620000;2019;5;20
14596;10/1/2025;12:59:23;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Elena Peral Garcia;F;37;elena90@gmail.com;+34 876940360;Cll 33 #71-50;Efectivo;Hp Omen 16;HP;1;6000000;6000000;Lenovo IdeaPad 5;Lenovo;1;28000000;28000000;No especificado;No especificado;0;0;0;5;8360000;2025;1;10
14694;20/6/2021;11:56:13;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Adelardo Narváez Tejedor;M;46;adelardo17@hotmail.com;+34 821 16 79 82;Cra 45 #15-25;Billetera Digital;Hp Omen 16;HP;1;6000000;6000000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;No especificado;No especificado;0;0;0;1;11880000;2021;6;20
15217;27/4/2025;23:07:44;Techcore Medellín #1;Medellín;Ibán López Córdoba;Primitiva Sanmartín Montoya;F;27;primitiva3@yahoo.com;+34882 91 73 58;Cra 86 #47-51;Billetera Digital;Apple Macbook Pro 14;Apple;1;8000000;8000000;Asus VivoBook 15;Asus;1;24000000;24000000;No especificado;No especificado;0;0;0;15;8840000;2025;4;27
15506;12/7/2024;03:36:43;Techcore Medellín #1;Medellín;Ibán López Córdoba;Fito Trillo Herrera;M;41;fito21@gmail.com;+34 971 91 18 72;Cra 73 #36-37;No Especificado;Asus Zenbook 14;Asus;1;3800000;3800000;Lenovo Yoga 7i;Lenovo;1;44000000;44000000;No especificado;No especificado;0;0;0;1;7380000;2024;7;12
15886;13/2/2024;20:24:51;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Merche María Carmen Guardiola Palomar;F;45;merche50@gmail.com;+34824 152 913;Cra 64 #84-44;No Especificado;Dell Alienware M15;Dell;1;8000000;8000000;Asus TUF Gaming A15;Asus;1;48000000;48000000;No especificado;No especificado;0;0;0;1;11520000;2024;2;13
15955;1/3/2017;09:41:48;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Candelario Prat Gálvez;M;42;candelario49@hotmail.com;34974629810;Cra 38 #26-20;Billetera Digital;Apple Imac 24;Apple;1;6400000;6400000;Dell Alienware m15;Dell;1;80000000;80000000;No especificado;No especificado;0;0;0;1;12960000;2017;3;1
17038;8/5/2025;14:45:36;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Jacobo Castells Barrio;M;45;jacobo85@gmail.com;+34 902696005;Cll 15 #22-70;No Especificado;Apple Macbook Pro 16;Apple;2;9600000;19200000;Dell Inspiron 15;Dell;1;30000000;30000000;No especificado;No especificado;0;0;0;5;21090000;2025;5;8
17447;26/6/2025;09:39:24;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Florinda Valentín Carro;F;30;florinda27@hotmail.com;+34 947 485 503;Cll 27 #14-10;Efectivo;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;HP Pavilion 15;HP;1;35000000;35000000;No especificado;No especificado;0;0;0;5;10165000;2025;6;26
17486;13/1/2024;11:35:42;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Eutimio Escudero Nicolás;M;45;eutimio64@yahoo.com;+34 973 32 50 16;Cra 63 #48-8;Billetera Digital;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Lenovo IdeaPad 5;Lenovo;1;28000000;28000000;No especificado;No especificado;0;0;0;1;15480000;2024;1;13
17886;22/11/2020;06:53:26;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Régulo Bauzà;M;20;régulo45@yahoo.com;34941371995;Cll 52 #14-59;No Especificado;Dell Latitude 7420;Dell;1;5600000;5600000;HP Pavilion 15;HP;1;35000000;35000000;No especificado;No especificado;0;0;0;1;8190000;2020;11;22
17903;6/5/2017;18:54:26;Techcore Medellín #1;Medellín;Ibán López Córdoba;Aureliano Castro;M;49;No especificado;+34843 32 49 48;Cra 97 #72-68;Billetera Digital;Hp Envy 13;HP;1;4000000;4000000;Apple MacBook Air M1;Apple;1;55000000;55000000;No especificado;No especificado;0;0;0;1;8550000;2017;5;6
18051;30/1/2023;13:41:11;Techcore Medellín #1;Medellín;Dominga Del Alcántara;Horacio Casanova Giner;M;28;horacio91@gmail.com;+34821 33 80 91;Cra 80 #87-38;Billetera Digital;Apple Macbook Pro 16;Apple;2;9600000;19200000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;5;23180000;2023;1;30
18182;17/7/2025;13:14:08;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Espiridión Vazquez Oller;M;35;espiridión70@yahoo.com;+34822 313 318;Cll 30 #49-45;Billetera Digital;Razer Book 13;Razer;1;6400000;6400000;Apple MacBook Pro 16;Apple;1;96000000;96000000;No especificado;No especificado;0;0;0;15;13600000;2025;7;17
18248;29/8/2024;15:50:11;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ceferino José Luis Viñas Puente;M;25;ceferino63@gmail.com;+34 921 35 01 42;Cra 69 #65-15;Efectivo;Asus Vivobook 15;Asus;1;2400000;2400000;Lenovo Legion 5 Pro;Lenovo;1;72000000;72000000;No especificado;No especificado;0;0;0;5;9120000;2024;8;29
19025;21/1/2022;14:54:51;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Josué Benavides Juliá;M;25;josué43@yahoo.com;+34 826 565 746;Cll 17 #5-69;Efectivo;Apple Macbook Air M1;Apple;2;5500000;11000000;HP Spectre x360;HP;1;52000000;52000000;No especificado;No especificado;0;0;0;5;15390000;2022;1;21
19222;5/4/2019;00:37:56;Techcore Medellín #1;Medellín;Ibán López Córdoba;Salomón Ochoa Novoa;M;29;salomón29@gmail.com;+34 842 94 14 25;Cll 86 #38-78;Billetera Digital;Acer Swift 3;Acer;1;2600000;2600000;HP Omen 16;HP;1;60000000;60000000;No especificado;No especificado;0;0;0;1;7740000;2019;4;5
19507;20/10/2019;07:27:27;Techcore Medellín #1;Medellín;Ibán López Córdoba;Dora Expósito Bravo;F;20;dora57@gmail.com;+34848 38 47 68;Cra 3 #79-5;Billetera Digital;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;Apple MacBook Pro 14;Apple;1;80000000;80000000;No especificado;No especificado;0;0;0;1;20160000;2019;10;20
19918;21/6/2018;01:55:57;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Esmeralda Merino Pozo;F;24;esmeralda80@gmail.com;+34900 12 08 03;Cll 72 #6-65;Billetera Digital;Hp Omen 16;HP;1;6000000;6000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;68000000;68000000;No especificado;No especificado;0;0;0;1;11520000;2018;6;21
20052;9/12/2020;22:08:07;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Fabiana Armengol Bautista;F;50;fabiana67@hotmail.com;+34 971 23 57 79;Cll 22 #57-97;Billetera Digital;Acer Predator Helios 300;Acer;1;5600000;5600000;Dell Latitude 7420;Dell;1;56000000;56000000;No especificado;No especificado;0;0;0;1;10080000;2020;12;9
20223;10/12/2020;07:57:33;Techcore Medellín #1;Medellín;Ibán López Córdoba;Josep Colomer;M;20;josep56@gmail.com;34822941882;Cra 15 #22-28;No Especificado;Apple Imac 24;Apple;2;6400000;12800000;HP Envy 13;HP;1;40000000;40000000;No especificado;No especificado;0;0;0;5;15960000;2020;12;10
20233;26/4/2015;19:28:02;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Juanito Cárdenas Román;M;21;No especificado;+34 826 55 27 70;Cra 22 #40-27;Efectivo;Hp Omen 16;HP;2;6000000;12000000;Dell XPS 13;Dell;1;48000000;48000000;No especificado;No especificado;0;0;0;1;15120000;2015;4;26
